,Date,Gold,Zinc,Platinum,Silver,Tin,Copper,Year,Month,Date
333,1987M10,465.35,769.9,568.05,7.61,6763.8,1967.2,1987,10,1987M10
334,1987M11,467.57,848,500.3,6.76,6927.3,2523.9,1987,11,1987M11
335,1987M12,486.24,866.3,500.22,6.81,6829.4,2868.9,1987,12,1987M12
336,1988M01,476.58,878.5,494.07,6.74,6808.1,2663.2,1988,1,1988M01
337,1988M02,442.07,876.4,458.51,6.34,6690.1,2330.2,1988,2,1988M02
338,1988M03,443.61,981.9,496.38,6.41,6772.9,2359.3,1988,3,1988M03
339,1988M04,451.55,1069.2,526.98,6.48,6752.6,2286.3,1988,4,1988M04
340,1988M05,451.07,1176.7,548.84,6.54,6777.6,2447.99,1988,5,1988M05
341,1988M06,451.33,1365.3,579.63,7.02,7035.8,2540.27,1988,6,1988M06
342,1988M07,437.63,1237.4,548.64,7.04,7148.8,2213.51,1988,7,1988M07
343,1988M08,431.28,1309.2,532.88,6.71,7322.7,2200.68,1988,8,1988M08
344,1988M09,413.46,1330.3,512.57,6.38,7408.5,2435.53,1988,9,1988M09
345,1988M10,406.78,1519.9,525.73,6.28,7252.7,2939.51,1988,10,1988M10
346,1988M11,420.17,1559,575.78,6.29,7312.4,3304.66,1988,11,1988M11
347,1988M12,419.05,1594.3,564.11,6.12,7337.4,3498.91,1988,12,1988M12
348,1989M01,404.01,1734,526.93,6,7409.6,3394.06,1989,1,1989M01
349,1989M02,387.51,1932.4,531.94,5.88,7873.7,3096.92,1989,2,1989M02
350,1989M03,390.15,1961.6,538.03,5.96,8760.5,3264.14,1989,3,1989M03
351,1989M04,384.4,1656.4,537.67,5.79,10195.9,3117.91,1989,4,1989M04
352,1989M05,371.05,1628.4,516.75,5.45,10143.7,2738.98,1989,5,1989M05
353,1989M06,367.6,1539,497.35,5.27,9935.5,2546.01,1989,6,1989M06
354,1989M07,375.04,1616.9,501.91,5.22,9605.2,2505,1989,7,1989M07
355,1989M08,365.14,1730.4,484.64,5.18,8715.6,2762.2,1989,8,1989M08
356,1989M09,361.75,1628.9,477.67,5.13,8269.7,2884.4,1989,9,1989M09
357,1989M10,366.88,1584.6,485.82,5.14,7922.4,2861.4,1989,10,1989M10
358,1989M11,394.26,1437.6,510.19,5.48,6837.3,2591.3,1989,11,1989M11
359,1989M12,409.39,1455,506.81,5.57,6744.1,2418.6,1989,12,1989M12
360,1990M01,410.11,1297,497.66,5.25,6592,2366.64,1990,1,1990M01
361,1990M02,416.81,1396.8,516.1,5.29,6156.1,2360.16,1990,2,1990M02
362,1990M03,393.06,1607.4,497.06,5.08,6270.5,2625.61,1990,3,1990M03
363,1990M04,374.24,1685.6,478.15,5.07,6390.9,2686.15,1990,4,1990M04
364,1990M05,369.05,1774.6,488.55,5.08,6324.6,2741.95,1990,5,1990M05
365,1990M06,352.33,1714.8,481.11,4.92,6096,2584.56,1990,6,1990M06
366,1990M07,362.53,1637,478.79,4.87,5924.4,2769.49,1990,7,1990M07
367,1990M08,394.73,1615.1,492.73,5.01,5905.2,2957.03,1990,8,1990M08
368,1990M09,389.32,1537.5,461.66,4.8,5707,3031.37,1990,9,1990M09
369,1990M10,380.74,1352.6,424.95,4.39,6061.4,2743.56,1990,10,1990M10
370,1990M11,381.73,1277.7,422.24,4.17,5981.3,2585.89,1990,11,1990M11
371,1990M12,376.95,1265.4,420.07,4.08,5615.2,2485.38,1990,12,1990M12
372,1991M01,383.64,1206.2,407.84,4.05,5623.2,2448.52,1991,1,1991M01
373,1991M02,363.83,1188.1,386.79,3.74,5583.7,2449.38,1991,2,1991M02
374,1991M03,363.34,1198.6,399.99,3.94,5517.4,2409.63,1991,3,1991M03
375,1991M04,358.38,1252.9,396.88,3.98,5560,2472.04,1991,4,1991M04
376,1991M05,356.95,1090.9,389.64,4.05,5701.7,2305.88,1991,5,1991M05
377,1991M06,366.72,1061.6,376.05,4.39,5710.6,2219.28,1991,6,1991M06
378,1991M07,367.69,1063.1,376.03,4.35,5669.6,2236.28,1991,7,1991M07
379,1991M08,356.31,1046.3,346.35,3.96,5638.8,2233.19,1991,8,1991M08
380,1991M09,348.74,1023.2,349.34,4.04,5570.3,2324.57,1991,9,1991M09
381,1991M10,358.69,991.7,362.48,4.12,5549.6,2363.64,1991,10,1991M10
382,1991M11,360.17,1093.3,365.11,4.07,5505.5,2379.84,1991,11,1991M11
383,1991M12,361.73,1188,353.3,3.94,5510.1,2223.14,1991,12,1991M12
384,1992M01,354.45,1153.7,341.19,4.11,5476.9,2139.23,1992,1,1992M01
385,1992M02,353.91,1130.7,362.12,4.15,5615.7,2205.97,1992,2,1992M02
386,1992M03,344.34,1214.6,356.94,4.11,5632,2227.33,1992,3,1992M03
387,1992M04,338.62,1304.3,347.3,4.05,5838.9,2215.33,1992,4,1992M04
388,1992M05,337.24,1372.9,358.59,4.07,6121.1,2216.52,1992,5,1992M05
389,1992M06,340.81,1385.2,369.13,4.06,6618.8,2299.2,1992,6,1992M06
390,1992M07,352.72,1320.2,383.12,3.97,6989.4,2520.32,1992,7,1992M07
391,1992M08,343.06,1360.4,359.55,3.81,6780.4,2521.64,1992,8,1992M08
392,1992M09,345.43,1366.9,362.14,3.77,6643.2,2414.06,1992,9,1992M09
393,1992M10,344.38,1163.6,358.07,3.75,6016.7,2249.15,1992,10,1992M10
394,1992M11,335.02,1046.9,356.11,3.77,5723,2158.32,1992,11,1992M11
395,1992M12,334.82,1057.9,361.97,3.73,5756.2,2206.82,1992,12,1992M12
396,1993M01,329.01,1061.1,359.14,3.68,5900.9,2256.85,1993,1,1993M01
397,1993M02,329.31,1072.1,359.02,3.66,5790.9,2212.6,1993,2,1993M02
398,1993M03,330.08,996.1,350.46,3.65,5659.4,2152.59,1993,3,1993M03
399,1993M04,342.15,1004.6,368.01,3.95,5590.9,1949.88,1993,4,1993M04
400,1993M05,367.18,980.4,385.16,4.46,5503.5,1794.5,1993,5,1993M05
401,1993M06,371.89,926,383.02,4.38,5112.7,1853.42,1993,6,1993M06
402,1993M07,392.19,927.6,403.65,5.02,4972.6,1927.16,1993,7,1993M07
403,1993M08,378.84,884,391.9,4.84,4809.3,1947.45,1993,8,1993M08
404,1993M09,355.28,874.2,362.46,4.22,4493.6,1861.86,1993,9,1993M09
405,1993M10,364.18,914.9,367.91,4.34,4681.1,1646.4,1993,10,1993M10
406,1993M11,373.83,928.4,374.41,4.53,4640.9,1630.02,1993,11,1993M11
407,1993M12,383.3,974.4,383.17,4.97,4777.9,1724.19,1993,12,1993M12
408,1994M01,386.88,996.7,387.8,5.15,4942.8,1805.35,1994,1,1994M01
409,1994M02,381.91,968.9,394.02,5.25,5443.4,1866.4,1994,2,1994M02
410,1994M03,384.13,935.9,400.28,5.44,5405.4,1914.87,1994,3,1994M03
411,1994M04,377.27,923.6,397.9,5.35,5385.7,1881.82,1994,4,1994M04
412,1994M05,381.43,955.6,398.01,5.42,5504.4,2150.6,1994,5,1994M05
413,1994M06,385.64,966.2,401.09,5.39,5509.2,2364.2,1994,6,1994M06
414,1994M07,385.49,964,411.95,5.28,5311.2,2458.19,1994,7,1994M07
415,1994M08,380.36,944.9,412.19,5.2,5161.5,2406.23,1994,8,1994M08
416,1994M09,391.58,992.4,417.28,5.52,5321.1,2505.93,1994,9,1994M09
417,1994M10,389.77,1058.5,419.4,5.45,5473.6,2547.67,1994,10,1994M10
418,1994M11,384.39,1151.7,412.37,5.19,6161.1,2802.45,1994,11,1994M11
419,1994M12,379.29,1114.3,410.85,4.78,5946.8,2985.3,1994,12,1994M12
420,1995M01,378.55,1156.5,413.9,4.77,6199.3,3008.93,1995,1,1995M01
421,1995M02,376.64,1032.2,413.97,4.72,5478.3,2877.65,1995,2,1995M02
422,1995M03,382.12,1022.2,416.89,4.65,5532.4,2924.04,1995,3,1995M03
423,1995M04,391.03,1061.4,448.29,5.48,5872.1,2903.5,1995,4,1995M04
424,1995M05,385.22,1036.2,437.35,5.56,5926.5,2773.31,1995,5,1995M05
425,1995M06,387.56,1009.6,438.53,5.36,6670.7,2994.64,1995,6,1995M06
426,1995M07,386.23,1026.8,433.63,5.16,6668.9,3075.67,1995,7,1995M07
427,1995M08,383.67,1014.4,425.34,5.4,6992.3,3036.84,1995,8,1995M08
428,1995M09,383.06,986.2,429.65,5.43,6328.1,2915.52,1995,9,1995M09
429,1995M10,383.14,979.1,412.66,5.37,6220.7,2813.55,1995,10,1995M10
430,1995M11,385.31,1030.7,413.12,5.32,6386.9,2977.36,1995,11,1995M11
431,1995M12,387.44,1018.1,408.71,5.18,6289.5,2926.26,1995,12,1995M12
432,1996M01,399.45,1019.1,415.48,5.46,6271.6,2616.41,1996,1,1996M01
433,1996M02,404.76,1035.8,420.21,5.66,6195.5,2537.71,1996,2,1996M02
434,1996M03,396.21,1063.9,411.19,5.52,6196.4,2561.02,1996,3,1996M03
435,1996M04,392.85,1045.4,404.39,5.42,6480.9,2595.78,1996,4,1996M04
436,1996M05,391.93,1035.8,401.42,5.37,6412.4,2658.26,1996,5,1996M05
437,1996M06,385.27,1008.5,392.25,5.16,6191.9,2173.4,1996,6,1996M06
438,1996M07,383.47,1000.1,393.66,5.07,6250.2,1985.57,1996,7,1996M07
439,1996M08,387.35,1006.9,400.03,5.14,6110.2,2008.57,1996,8,1996M08
440,1996M09,383.14,1000.3,389.86,5.04,6101.9,1941.45,1996,9,1996M09
441,1996M10,381.07,1003.1,384.18,4.93,5941.9,1961.17,1996,10,1996M10
442,1996M11,377.85,1046.5,381.98,4.83,5991.7,2230.86,1996,11,1996M11
443,1996M12,369,1036.3,370.7,4.83,5836.3,2268.08,1996,12,1996M12
444,1997M01,355.11,1086.5,360.1,4.77,5877.7,2434.93,1997,1,1997M01
445,1997M02,346.58,1179.4,365.01,5.07,5883.2,2405.85,1997,2,1997M02
446,1997M03,351.81,1254.8,378.9,5.2,5909.2,2421.29,1997,3,1997M03
447,1997M04,344.47,1240.4,371.08,4.77,5713.3,2391.18,1997,4,1997M04
448,1997M05,343.84,1310.5,387.5,4.75,5711.2,2514.33,1997,5,1997M05
449,1997M06,340.76,1354.2,430.76,4.76,5566.1,2612.62,1997,6,1997M06
450,1997M07,324.1,1518,415.52,4.37,5442.7,2450.46,1997,7,1997M07
451,1997M08,324.01,1653.5,424.55,4.5,5428.4,2251.2,1997,8,1997M08
452,1997M09,322.82,1640.9,424.73,4.73,5496.3,2107.3,1997,9,1997M09
453,1997M10,324.87,1280.1,423.12,5.03,5561.3,2052.26,1997,10,1997M10
454,1997M11,306.04,1173,392.29,5.08,5658,1917.45,1997,11,1997M11
455,1997M12,288.74,1102.2,365.42,5.84,5513.8,1762.33,1997,12,1997M12
456,1998M01,289.1,1097.2,373.86,5.89,5206.3,1688.45,1998,1,1998M01
457,1998M02,297.49,1044,386.08,6.81,5242.5,1664.8,1998,2,1998M02
458,1998M03,295.94,1047.6,398.99,6.24,5476.8,1747.98,1998,3,1998M03
459,1998M04,308.29,1097,413.75,6.34,5714.8,1800.9,1998,4,1998M04
460,1998M05,299.1,1061.1,388.9,5.58,5874.7,1732.53,1998,5,1998M05
461,1998M06,292.32,1009.8,355.43,5.26,5970,1660.52,1998,6,1998M06
462,1998M07,292.87,1040.3,378.43,5.46,5653.7,1651.04,1998,7,1998M07
463,1998M08,284.11,1029.8,369.18,5.18,5691.5,1620.93,1998,8,1998M08
464,1998M09,288.98,1000,361.15,5,5485.7,1647.64,1998,9,1998M09
465,1998M10,295.93,940.5,342.6,5.01,5432.1,1586.39,1998,10,1998M10
466,1998M11,294.12,967.1,347.18,4.97,5478.3,1573.95,1998,11,1998M11
467,1998M12,291.68,959.2,351.79,4.88,5257.6,1473.57,1998,12,1998M12
468,1999M01,287.08,932.8,355.11,5.14,5109.8,1431.18,1999,1,1999M01
469,1999M02,287.33,1017.3,364.07,5.53,5268.5,1410.78,1999,2,1999M02
470,1999M03,285.96,1030,369.93,5.19,5360.2,1378.35,1999,3,1999M03
471,1999M04,282.62,1019,357.15,5.06,5393,1466,1999,4,1999M04
472,1999M05,276.44,1040.3,356.01,5.26,5649.2,1511.16,1999,5,1999M05
473,1999M06,261.31,1000.5,356.78,5.03,5265.9,1422.48,1999,6,1999M06
474,1999M07,256.08,1072.1,349.06,5.18,5230,1640,1999,7,1999M07
475,1999M08,256.69,1130.6,350.06,5.26,5230.2,1647.62,1999,8,1999M08
476,1999M09,264.74,1193.8,370.93,5.21,5342.5,1750.34,1999,9,1999M09
477,1999M10,310.72,1148.7,421.14,5.41,5430.7,1724.12,1999,10,1999M10
478,1999M11,293.18,1147.2,434.02,5.15,5842.1,1727.55,1999,11,1999M11
479,1999M12,283.07,1183.8,439.13,5.16,5721.3,1764.75,1999,12,1999M12
480,2000M01,284.32,1178.8,441,5.19,5927.8,1843.98,2000,1,2000M01
481,2000M02,299.86,1094.9,519.71,5.25,5642.1,1800.83,2000,2,2000M02
482,2000M03,286.39,1116.4,479.33,5.06,5457.8,1739.39,2000,3,2000M03
483,2000M04,279.69,1127.6,497.55,5.06,5384.4,1678.75,2000,4,2000M04
484,2000M05,275.19,1156.9,525.89,4.98,5451.2,1785.62,2000,5,2000M05
485,2000M06,285.73,1117.9,559.73,5,5456.8,1753.18,2000,6,2000M06
486,2000M07,281.59,1136.2,560.29,4.97,5343.8,1799.36,2000,7,2000M07
487,2000M08,274.47,1169.8,577.61,4.89,5304.8,1855.86,2000,8,2000M08
488,2000M09,273.68,1224.4,591.9,4.89,5474.3,1960.41,2000,9,2000M09
489,2000M10,270,1095.9,579.72,4.83,5282.3,1898.59,2000,10,2000M10
490,2000M11,266.01,1059,593.34,4.68,5269.5,1795.11,2000,11,2000M11
491,2000M12,271.45,1059.8,609.5,4.64,5233.7,1850.55,2000,12,2000M12
492,2001M01,265.49,1033.1,620.47,4.66,5170.5,1787.5,2001,1,2001M01
493,2001M02,261.87,1020.9,600.92,4.56,5121.8,1765.65,2001,2,2001M02
494,2001M03,263.03,1004.7,584.23,4.4,5046.4,1738.77,2001,3,2001M03
495,2001M04,260.48,969.4,594.86,4.37,4949.2,1664.16,2001,4,2001M04
496,2001M05,272.36,938,610.7,4.43,4945,1682.21,2001,5,2001M05
497,2001M06,270.23,894.9,579.72,4.37,4828.3,1608.45,2001,6,2001M06
498,2001M07,267.53,852.4,530.84,4.25,4350.9,1525.21,2001,7,2001M07
499,2001M08,272.39,828.1,451.7,4.22,3895.7,1464.43,2001,8,2001M08
500,2001M09,283.42,798.6,457.9,4.35,3694.5,1426.33,2001,9,2001M09
501,2001M10,283.06,761.5,431.39,4.4,3750.7,1377.28,2001,10,2001M10
502,2001M11,276.16,772.9,429.89,4.12,4041.8,1427.73,2001,11,2001M11
503,2001M12,275.85,754.7,461.73,4.37,4018.5,1471.74,2001,12,2001M12
504,2002M01,281.51,793.2,472.11,4.51,3861.9,1503.96,2002,1,2002M01
505,2002M02,295.5,771.3,471.15,4.42,3730.8,1561.9,2002,2,2002M02
506,2002M03,294.06,819.3,512.05,4.54,3842.8,1604.88,2002,3,2002M03
507,2002M04,302.68,808.2,539.2,4.58,4023.6,1590.33,2002,4,2002M04
508,2002M05,314.49,769.5,533.85,4.7,4149.8,1595.68,2002,5,2002M05
509,2002M06,321.18,767.1,554.7,4.9,4286.1,1647.53,2002,6,2002M06
510,2002M07,313.29,794.9,526.2,4.92,4331.3,1589.46,2002,7,2002M07
511,2002M08,310.26,747.6,544.84,4.54,3834,1479.55,2002,8,2002M08
512,2002M09,319.14,756.2,556.33,4.55,3957.4,1478.71,2002,9,2002M09
513,2002M10,316.56,754.7,580.2,4.4,4241.5,1483.76,2002,10,2002M10
514,2002M11,319.07,765.3,588.1,4.51,4230,1582.29,2002,11,2002M11
515,2002M12,331.92,797.7,595.44,4.63,4236.8,1595.68,2002,12,2002M12
516,2003M01,356.86,781.41,627.91,4.81,4435.68,1647.66,2003,1,2003M01
517,2003M02,358.97,785.15,681.7,4.66,4570.75,1683.8,2003,2,2003M02
518,2003M03,340.55,790.95,674.33,4.53,4604.52,1658.98,2003,3,2003M03
519,2003M04,328.18,754.65,624.91,4.49,4565.75,1587.48,2003,4,2003M04
520,2003M05,355.68,775.65,650.36,4.74,4736.75,1648.28,2003,5,2003M05
521,2003M06,356.35,790.69,661.67,4.53,4694.76,1686.5,2003,6,2003M06
522,2003M07,351.02,827.54,681.52,4.8,4739.35,1710,2003,7,2003M07
523,2003M08,359.77,817.88,692.19,4.99,4822.5,1760.28,2003,8,2003M08
524,2003M09,378.95,818.18,705.25,5.17,4911.59,1789.52,2003,9,2003M09
525,2003M10,378.92,897.96,732.48,5,5236.74,1920.54,2003,10,2003M10
526,2003M11,389.91,914.53,760.38,5.18,5362.75,2055.43,2003,11,2003M11
527,2003M12,406.95,977.76,807.87,5.63,6057.62,2201.29,2003,12,2003M12
528,2004M01,413.79,1017,849.93,6.3,6485,2423.57,2004,1,2004M01
529,2004M02,404.88,1087.68,846.32,6.44,6672.75,2759.53,2004,2,2004M02
530,2004M03,406.67,1105.78,899.76,7.23,7619.78,3008.72,2004,3,2004M03
531,2004M04,403.26,1032.73,880.64,7.15,8955.75,2948.73,2004,4,2004M04
532,2004M05,383.78,1028.29,809.83,5.87,9459.47,2733.5,2004,5,2004M05
533,2004M06,392.37,1021.46,807.55,5.86,9204.77,2686.71,2004,6,2004M06
534,2004M07,398.09,988.32,809.52,6.31,9044.32,2808.43,2004,7,2004M07
535,2004M08,400.51,975.81,848.68,6.66,9021.91,2846.1,2004,8,2004M08
536,2004M09,405.28,975.18,847.89,6.4,9019.55,2894.86,2004,9,2004M09
537,2004M10,420.46,1064.95,841.43,7.1,9045.24,3012.24,2004,10,2004M10
538,2004M11,439.38,1095.64,854.41,7.49,9070.46,3122.8,2004,11,2004M11
539,2004M12,442.08,1180.21,848.24,7.09,8553.81,3145.45,2004,12,2004M12
540,2005M01,424.03,1246.38,859.07,6.62,7735.75,3170,2005,1,2005M01
541,2005M02,423.35,1326.18,864.32,7.03,8088.75,3253.7,2005,2,2005M02
542,2005M03,433.85,1372.15,866.83,7.23,8407.39,3379.49,2005,3,2005M03
543,2005M04,429.23,1300.14,864.86,7.12,8143.81,3394.48,2005,4,2005M04
544,2005M05,421.87,1243.63,866.23,7.02,8125,3249.1,2005,5,2005M05
545,2005M06,430.66,1275.73,880.09,7.31,7618.86,3524.07,2005,6,2005M06
546,2005M07,424.48,1194.43,873.67,7.01,7169.29,3614.21,2005,7,2005M07
547,2005M08,437.93,1298.39,898.43,7.03,7188.86,3797.75,2005,8,2005M08
548,2005M09,456.05,1397.52,914.64,7.15,6783.86,3857.84,2005,9,2005M09
549,2005M10,469.9,1488.38,931,7.67,6422.86,4059.76,2005,10,2005M10
550,2005M11,476.67,1610.93,962.61,7.87,6160,4269.34,2005,11,2005M11
551,2005M12,510.1,1821.83,976.59,8.63,6713.5,4576.78,2005,12,2005M12
552,2006M01,549.86,2090.31,1026.05,9.14,7051.43,4734.33,2006,1,2006M01
553,2006M02,555,2219.38,1041.5,9.53,7826.25,4982.4,2006,2,2006M02
554,2006M03,557.09,2416.91,1041.09,10.38,7939.57,5102.85,2006,3,2006M03
555,2006M04,610.65,3084.78,1098.75,12.61,8853.06,6387.78,2006,4,2006M04
556,2006M05,675.39,3565.69,1260.83,13.38,8837.38,8045.86,2006,5,2006M05
557,2006M06,596.15,3225.68,1188.55,10.8,7896.36,7197.61,2006,6,2006M06
558,2006M07,633.71,3339.86,1228.83,11.23,8418.57,7712.1,2006,7,2006M07
559,2006M08,632.59,3347.3,1233.52,12.19,8502.05,7695.66,2006,8,2006M08
560,2006M09,598.19,3403.02,1183.6,11.68,9039.29,7602.36,2006,9,2006M09
561,2006M10,585.78,3822.96,1082.45,11.56,9768.18,7500.39,2006,10,2006M10
562,2006M11,627.83,4382.23,1183,12.93,10079.09,7029.18,2006,11,2006M11
563,2006M12,629.79,4405.4,1121.19,13.28,11158.68,6675.11,2006,12,2006M12
564,2007M01,631.17,3786.68,1146.65,12.84,11361.82,5669.66,2007,1,2007M01
565,2007M02,664.75,3309.5,1204.55,13.91,12933.25,5676.45,2007,2,2007M02
566,2007M03,654.9,3271.3,1218.77,13.18,13892.96,6452.48,2007,3,2007M03
567,2007M04,679.37,3557.47,1275.81,13.72,14052.9,7766.47,2007,4,2007M04
568,2007M05,667.31,3831.26,1300.65,13.15,14140,7681.42,2007,5,2007M05
569,2007M06,655.66,3602.85,1286.24,13.14,14099.76,7474.38,2007,6,2007M06
570,2007M07,665.38,3545.58,1303.02,12.91,14737.84,7972.57,2007,7,2007M07
571,2007M08,665.41,3252.52,1263.61,12.33,15174.32,7513.5,2007,8,2007M08
572,2007M09,712.65,2881.4,1307.65,12.83,15023,7648.98,2007,9,2007M09
573,2007M10,754.6,2975.33,1410.7,13.67,16071.3,8008.44,2007,10,2007M10
574,2007M11,806.25,2541.32,1448.73,14.7,16691.82,6966.71,2007,11,2007M11
575,2007M12,803.2,2353.08,1492.9,14.3,16263.06,6587.67,2007,12,2007M12
576,2008M01,889.6,2340.11,1583.3,15.91,16337.27,7061.02,2008,1,2008M01
577,2008M02,922.3,2438.14,1999.67,17.57,17210,7887.69,2008,2,2008M02
578,2008M03,968.43,2511.47,2025.19,19.32,19803.95,8439.29,2008,3,2008M03
579,2008M04,909.71,2263.8,1988.41,17.5,21658.64,8684.93,2008,4,2008M04
580,2008M05,888.66,2182.1,2052.45,17.06,24062.25,8382.75,2008,5,2008M05
581,2008M06,889.49,1894.48,2039.24,16.97,22229.29,8260.6,2008,6,2008M06
582,2008M07,939.77,1852.37,1904.43,18.03,23139.35,8414.04,2008,7,2008M07
583,2008M08,839.03,1723.28,1485.55,14.64,20026.25,7634.7,2008,8,2008M08
584,2008M09,829.93,1735.48,1223.18,12.37,18368.86,6990.86,2008,9,2008M09
585,2008M10,806.62,1302.11,912.57,10.44,14401.74,4925.7,2008,10,2008M10
586,2008M11,760.86,1152.6,840.3,9.87,13643.5,3717,2008,11,2008M11
587,2008M12,816.09,1100.57,839.7,10.29,11240,3071.98,2008,12,2008M12
588,2009M01,858.69,1187.41,947.41,11.27,11372.86,3220.69,2009,1,2009M01
589,2009M02,943,1112.08,1033.25,13.41,11039.25,3314.73,2009,2,2009M02
590,2009M03,924.27,1216.75,1081.77,13.12,10675.91,3749.75,2009,3,2009M03
591,2009M04,890.2,1378.85,1165.45,12.48,11743.5,4406.55,2009,4,2009M04
592,2009M05,928.65,1483.79,1128.67,13.98,13793.42,4568.63,2009,5,2009M05
593,2009M06,945.67,1557.27,1217.86,14.65,14985.68,5013.96,2009,6,2009M06
594,2009M07,934.23,1578.61,1162.26,13.36,14038.91,5215.54,2009,7,2009M07
595,2009M08,949.38,1821.68,1244.57,14.36,14869.75,6165.3,2009,8,2009M08
596,2009M09,996.59,1884.02,1288.7,16.39,14869.09,6196.43,2009,9,2009M09
597,2009M10,1043.16,2071.59,1332.77,17.24,15008.86,6287.98,2009,10,2009M10
598,2009M11,1127.04,2193.38,1400.62,17.82,14942.38,6675.6,2009,11,2009M11
599,2009M12,1134.72,2375.95,1437.48,17.64,15546.91,6981.71,2009,12,2009M12
600,2010M01,1117.96,2434.45,1557.9,17.75,17714.75,7386.25,2010,1,2010M01
601,2010M02,1095.41,2156.9,1520.35,15.87,16361.75,6848.18,2010,2,2010M02
602,2010M03,1113.34,2275.07,1599.43,17.11,17549.35,7462.83,2010,3,2010M03
603,2010M04,1148.69,2366.68,1710.5,18.06,18683.5,7745.08,2010,4,2010M04
604,2010M05,1205.43,1968.37,1624.86,18.43,17566.05,6837.68,2010,5,2010M05
605,2010M06,1232.92,1742.84,1553.23,18.45,17319.77,6499.3,2010,6,2010M06
606,2010M07,1192.97,1843.89,1525.59,17.96,18191.36,6735.25,2010,7,2010M07
607,2010M08,1215.81,2044.57,1540.59,18.39,20754.76,7283.95,2010,8,2010M08
608,2010M09,1270.98,2151.41,1591.75,20.55,22701.14,7709.3,2010,9,2010M09
609,2010M10,1342.02,2372.14,1688.69,23.39,26342.62,8292.41,2010,10,2010M10
610,2010M11,1369.89,2291.68,1692.77,26.54,25519.09,8469.89,2010,11,2010M11
611,2010M12,1390.55,2280.93,1711.39,29.32,26163.33,9147.26,2010,12,2010M12
612,2011M01,1360.46,2371.55,1785.43,28.51,27465.25,9555.7,2011,1,2011M01
613,2011M02,1374.68,2465.13,1825.9,30.78,31526,9867.6,2011,2,2011M02
614,2011M03,1423.26,2341.48,1770.17,35.81,30590.93,9503.36,2011,3,2011M03
615,2011M04,1480.89,2362.22,1797.9,42.7,32363.31,9492.79,2011,4,2011M04
616,2011M05,1512.58,2167.35,1786.55,37.34,28676.45,8959.9,2011,5,2011M05
617,2011M06,1529.36,2234.47,1768.5,35.8,25519.68,9066.85,2011,6,2011M06
618,2011M07,1572.75,2397.75,1759.76,37.92,27398.1,9650.46,2011,7,2011M07
619,2011M08,1759.01,2200.17,1804.7,40.33,24042.43,9000.76,2011,8,2011M08
620,2011M09,1772.14,2075.22,1748.11,38.15,22526.6,8300.14,2011,9,2011M09
621,2011M10,1666.43,1871.42,1535.19,31.97,21868.64,7394.19,2011,10,2011M10
622,2011M11,1739,1935.32,1596.98,33.08,21291.7,7581.02,2011,11,2011M11
623,2011M12,1639.97,1904.73,1454.59,30.3,19375.01,7565.48,2011,12,2011M12
624,2012M01,1654.05,1981.86,1499.32,30.65,21438.63,8040.47,2012,1,2012M01
625,2012M02,1744.82,2057.79,1657.76,34.14,24293.31,8441.49,2012,2,2012M02
626,2012M03,1675.95,2035.92,1655.41,32.95,22985.43,8470.78,2012,3,2012M03
627,2012M04,1649.2,2002.14,1585.81,31.53,22200.62,8289.48,2012,4,2012M04
628,2012M05,1589.04,1936,1470.7,28.72,20405.24,7955.64,2012,5,2012M05
629,2012M06,1598.76,1858.7,1443.86,27.98,19271.07,7423.02,2012,6,2012M06
630,2012M07,1594.29,1847.75,1425.82,27.43,18546.09,7584.26,2012,7,2012M07
631,2012M08,1630.31,1818.16,1453.26,28.8,18772.62,7515.53,2012,8,2012M08
632,2012M09,1744.81,2009.85,1623.65,33.61,20771.26,8087.74,2012,9,2012M09
633,2012M10,1746.58,1903.96,1635.83,33.19,21233.7,8062.03,2012,10,2012M10
634,2012M11,1721.64,1912.4,1576.36,32.77,20713.07,7711.23,2012,11,2012M11
635,2012M12,1684.76,2040.43,1582.25,31.87,22880.89,7966.49,2012,12,2012M12
636,2013M01,1671.85,2032.2,1638.89,31.06,24545.9,8047.36,2013,1,2013M01
637,2013M02,1627.57,2128.69,1674.55,30.33,24211.74,8060.93,2013,2,2013M02
638,2013M03,1593.09,1926.07,1582.95,28.79,23296.52,7645.58,2013,3,2013M03
639,2013M04,1487.86,1856,1493.07,25.36,21662.25,7234.28,2013,4,2013M04
640,2013M05,1414.03,1831.55,1475.17,23.04,20775.83,7249.41,2013,5,2013M05
641,2013M06,1343.35,1839.01,1430.23,21.11,20267.4,7000.24,2013,6,2013M06
642,2013M07,1285.52,1837.62,1401.48,19.71,19563.83,6906.64,2013,7,2013M07
643,2013M08,1351.74,1898.82,1496.09,21.89,21644.43,7192.92,2013,8,2013M08
644,2013M09,1348.6,1846.88,1456.86,22.56,22735.07,7159.27,2013,9,2013M09
645,2013M10,1316.58,1884.84,1413.48,21.92,23101.59,7203.02,2013,10,2013M10
646,2013M11,1275.86,1866.42,1420.1,20.76,22826.88,7070.65,2013,11,2013M11
647,2013M12,1221.51,1974.98,1355.67,19.67,22762.13,7214.9,2013,12,2013M12
648,2014M01,1244.27,2036.93,1420.95,19.88,22063.86,7291.47,2014,1,2014M01
649,2014M02,1299.58,2034.53,1409.53,20.85,22820.67,7149.21,2014,2,2014M02
650,2014M03,1336.08,2007.9,1451.62,20.72,23024.31,6650.04,2014,3,2014M03
